userid,bus_or_ped,busdestination,inside_or_outside,tripid,totalseats,totalpassengercount,totalfemalecount,emptyseats,location,timestamp,date,time,surveyid,gender,age,companions,educational_attainment,origin,destinations,trip_purpose,modesecurity,pointsecurity,importance_safety,mostsafe,leastsafe,rfid_opinion,mostsafe,leastsafe,selectelement
metamorphosis.an,Van,Mexipuerto,Dentro CETRAM,T1852490,15,8,5,7,19.63315 -99.02673,7/14/13 16:33,7/14/13,4:33:48 PM,M0487355,male,25-44,3 to 4,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Otro,3,3,5 (Muy importante),Metro,Peseros,No se,,,
metamorphosis.an,Van,Mexipuerto,Dentro CETRAM,T1852490,15,12,9,3,19.62719 -99.02538,7/14/13 16:35,7/14/13,4:35:59 PM,F8764071,female,18-24,3 to 4,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Otro,3,5,5 (Muy importante),Metro,Peseros,No se,,,
metamorphosis.an,Van,Mexipuerto,Dentro CETRAM,T1673119,15,9,6,6,19.6001 -99.04602,7/11/13 14:46,7/11/13,2:46:12 PM,F1266101,female,25-44,1 to 2,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Recreacion,3,3,5 (Muy importante),Metro,Peseros,No se,,,
metamorphosis.an,Van,Mexipuerto,Dentro CETRAM,T1673119,15,10,6,5,19.56874 -99.04381,7/11/13 14:57,7/11/13,2:57:16 PM,M7854804,male,18-24,1 to 2,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Recreacion,3,3,5 (Muy importante),Taxi,Peseros,No se,,,
metamorphosis.an,Van,Heroes Tecamec,Dentro CETRAM,T9919597,15,11,6,4,19.56316 -99.04666,7/16/13 12:57,7/16/13,12:57:04 PM,F1755353,female,25-44,None,Preparatoria,Ecatepec de Morelos,Tecamec,Otro,3,3,5 (Muy importante),BRT,Peseros,No se,,,
metamorphosis.an,Van,Heroes Tecamec,Dentro CETRAM,T9919597,15,11,6,4,19.55048 -99.04203,7/16/13 12:49,7/16/13,12:49:35 PM,M1805848,male,18-24,None,Licenciatura,Ecatepec de Morelos,Tecamec,Otro,3,1,5 (Muy importante),Metro,Peseros,No se,,,
metamorphosis.an,Van,Heroes Tecamec,Fuera CETRAM,T7066155,15,0,0,0,19.62749 -99.01627,7/15/13 13:53,7/15/13,1:53:18 PM,M2944874,male,45-64,None,Secundaria,Ecatepec de Morelos,Tecamec,Compra,3,3,5 (Muy importante),Trolebus,Taxi,No se,,,
metamorphosis.an,Van,Heroes Tecamec,Dentro CETRAM,T5530216,15,9,5,6,19.55371 -99.05073,7/11/13 13:09,7/11/13,1:09:56 PM,F1317951,female,25-44,None,Secundaria,Ecatepec de Morelos,Tecamec,Compra,3,3,5 (Muy importante),Peseros,Taxi,No se,,,
metamorphosis.an,Van,Heroes Tecamec,Fuera CETRAM,T2767348,15,4,2,11,19.55434 -99.05087,7/10/13 13:37,7/10/13,1:37:49 PM,M3280001,male,25-44,None,Secundaria,Ecatepec de Morelos,Tecamec,Trabajo,3,3,1 (Muy poco importante),Trolebus,Peseros,3,,,
metamorphosis.an,Van,Heroes Tecamec,Dentro CETRAM,T2048874,15,15,7,0,19.55068 -99.05196,7/12/13 13:32,7/12/13,1:32:33 PM,M4944486,male,25-44,None,Licenciatura,Ecatepec de Morelos,Tecamec,Trabajo,3,3,5 (Muy importante),BRT,Peseros,3,,,
metamorphosis.an,Van,Heroes Tecamec,Dentro CETRAM,T1607130,15,13,5,2,19.60625 -99.03521,7/16/13 16:38,7/16/13,4:38:09 PM,F5082191,female,25-44,None,Preparatoria,Ecatepec de Morelos,Tecamec,Trabajo,3,5,5 (Muy importante),Taxi,Peseros,No se,,,
metamorphosis.an,Van,Heroes Tecamec,Dentro CETRAM,T0338233,15,12,5,3,19.54485 -99.04014,7/14/13 13:04,7/14/13,1:04:39 PM,F2358797,female,45-64,1 to 2,Secundaria,Ecatepec de Morelos,Tecamec,Compra,3,3,5 (Muy importante),Taxi,Peseros,No se,,,
metamorphosis.an,Van,Heroes Tecamec,Fuera CETRAM,T7066155,15,0,0,0,19.61062 -99.03785,7/15/13 13:42,7/15/13,1:42:03 PM,F5329619,female,0-17,1 to 2,Primaria,Iztapalapa,Temamatla,Otro,3,1,5 (Muy importante),Metro,Peseros,No se,,,
metamorphosis.an,Van,Heroes Tecamec,Fuera CETRAM,T7066155,15,0,0,0,19.60793 -99.03677,7/15/13 13:40,7/15/13,1:40:41 PM,F3273362,female,45-64,1 to 2,Secundaria,Iztapalapa,Temamatla,Otro,3,3,5 (Muy importante),Metro,Peseros,No se,,,
metamorphosis.an,Van,Heroes Tecamec,Fuera CETRAM,T7066155,15,0,0,0,19.62683 -99.01928,7/15/13 13:52,7/15/13,1:52:01 PM,M9386095,male,25-44,None,Preparatoria,Nicolas Romero,Tecamec,Otro,3,5,5 (Muy importante),Trolebus,Metro,No se,,,
metamorphosis.an,Van,Heroes Tecamec,Fuera CETRAM,T9455014,15,2,2,13,19.53112 -99.22469,7/10/13 14:27,7/10/13,2:27:47 PM,F3163463,female,25-44,1 to 2,Secundaria,Tecamec,Ecatepec de Morelos,Recreacion,3,3,5 (Muy importante),Peseros,BRT,5,,,
metamorphosis.an,Van,Mexipuerto,Dentro CETRAM,T8801871,15,6,5,9,19.63496 -99.02337,7/14/13 14:00,7/14/13,2:00:16 PM,F3893483,female,25-44,3 to 4,Licenciatura,Tecamec,Ecatepec de Morelos,Recreacion,3,4,5 (Muy importante),Metro,Taxi,4,,,
metamorphosis.an,Van,Mexipuerto,Dentro CETRAM,T8116970,15,9,5,6,19.61787 -99.02671,7/12/13 14:44,7/12/13,2:44:56 PM,F2506086,female,25-44,None,Preparatoria,Tecamec,Ecatepec de Morelos,Otro,3,5,5 (Muy importante),Metro,Peseros,No se,,,
metamorphosis.an,Van,Mexipuerto,Dentro CETRAM,T7879691,15,3,2,12,19.63566 -99.02309,7/11/13 14:19,7/11/13,2:19:41 PM,F8846333,female,45-64,None,Primaria,Tecamec,Ecatepec de Morelos,Recreacion,3,1,5 (Muy importante),Taxi,Peseros,No se,,,
metamorphosis.an,Van,Mexipuerto,Dentro CETRAM,T7879691,15,6,3,9,19.62678 -99.02234,7/11/13 14:27,7/11/13,2:27:05 PM,F5052067,female,25-44,None,Secundaria,Tecamec,Ecatepec de Morelos,Trabajo,3,1,5 (Muy importante),BRT,Peseros,No se,,,
metamorphosis.an,Van,Mexipuerto,Fuera CETRAM,T4283967,15,0,0,0,19.61586 -99.03549,7/15/13 14:28,7/15/13,2:28:53 PM,M4063145,male,18-24,1 to 2,Secundaria,Tecamec,Ecatepec de Morelos,Compra,3,2,5 (Muy importante),Metro,Peseros,No se,,,
metamorphosis.an,Van,Heroes Tecamec,Dentro CETRAM,T9376275,15,11,7,4,19.53713 -99.02765,7/14/13 15:40,7/14/13,3:40:29 PM,F5499603,female,18-24,1 to 2,Preparatoria,Tecamec,Tecamec,Recreacion,3,3,5 (Muy importante),Metro,Peseros,No se,,,
metamorphosis.an,Van,Heroes Tecamec,Dentro CETRAM,T9376275,15,11,7,4,19.53587 -99.02421,7/14/13 15:39,7/14/13,3:39:04 PM,M7510136,male,18-24,1 to 2,Preparatoria,Tecamec,Tecamec,Otro,3,3,5 (Muy importante),Metro,Peseros,No se,,,
metamorphosis.an,Van,Heroes Tecamec,Fuera CETRAM,T7066155,15,0,0,0,19.62477 -99.0228,7/15/13 13:49,7/15/13,1:49:41 PM,M2054236,male,45-64,None,Secundaria,Tecamec,Tecamec,Compra,3,3,5 (Muy importante),BRT,Peseros,No se,,,
metamorphosis.an,Van,Heroes Tecamec,Fuera CETRAM,T7066155,15,0,0,0,19.54759 -99.0432,7/15/13 13:16,7/15/13,1:16:58 PM,F6683356,female,0-17,None,Preparatoria,Tecamec,Tecamec,Otro,3,3,5 (Muy importante),Taxi,Trolebus,No se,,,
metamorphosis.an,Van,Heroes Tecamec,Dentro CETRAM,T0338233,15,12,5,3,19.53621 -99.02467,7/14/13 12:59,7/14/13,12:59:06 PM,M9146861,male,25-44,None,Preparatoria,Tecamec,Tecamec,Compra,3,5,5 (Muy importante),Metro,Peseros,1,,,
metamorphosis.an,Van,Mexipuerto,Dentro CETRAM,T1852490,15,12,9,3,19.62509 -99.02289,7/14/13 16:39,7/14/13,4:39:07 PM,F4247733,female,0-17,1 to 2,Secundaria,Tecamec,Tecamec,Otro,3,3,3,Taxi,Metro,No se,,,
nely.patlan,Van,Mexico Nueva,Dentro CETRAM,T9981793,15,10,3,5,19.4421 -99.20442,7/13/13 17:56,7/13/13,5:56:10 PM,F1651118,female,18-24,3 to 4,Secundaria,Atizapan de Zaragoza,Atizapan de Zaragoza,Otro,3,3,5 (Muy importante),Taxi,BRT,No se,,,
nely.patlan,Van,Mexico Nueva,Dentro CETRAM,T2394144,15,12,0,3,19.54297 -99.26039,7/13/13 19:29,7/13/13,7:29:18 PM,F2874078,female,25-44,None,Primaria,Atizapan de Zaragoza,Atizapan de Zaragoza,Trabajo,3,3,5 (Muy importante),Taxi,Peseros,No se,,,
nely.patlan,Van,Mexico Nueva,Dentro CETRAM,T2394144,15,9,0,6,19.4421 -99.20442,7/13/13 19:23,7/13/13,7:23:03 PM,F2365581,female,18-24,None,Secundaria,Atizapan de Zaragoza,Atizapan de Zaragoza,Trabajo,3,3,5 (Muy importante),Metro,Peseros,No se,,,
nely.patlan,Van,Mexipuerto,Dentro CETRAM,T5549196,15,0,0,0,19.54302 -99.03786,7/10/13 19:24,7/10/13,7:24:24 PM,M7286115,male,0-17,None,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Recreacion,3,3,3,Metro,Peseros,1,,,
nely.patlan,Van,Heroes Tecamec,Dentro CETRAM,T0158680,15,0,0,0,19.53598 -99.0243,7/10/13 16:54,7/10/13,4:54:41 PM,F7132053,female,0-17,1 to 2,Preparatoria,Gustavo A. Madero,Tecamec,Recreacion,3,5,5 (Muy importante),Metro,Peseros,No se,,,
nely.patlan,Van,Mexico Nueva,Dentro CETRAM,T7197203,15,11,-1,4,19.52209 -99.22758,7/12/13 18:09,7/12/13,6:09:41 PM,M8512231,male,45-64,None,Preparatoria,Tlalnepantla de Baz,Atizapan de Zaragoza,Otro,3,4,3,Metro,Peseros,2,,,
nely.patlan,Van,El Rosario,Dentro CETRAM,T1188323,15,7,2,8,19.50486 -99.20066,7/15/13 18:41,7/15/13,6:41:12 PM,M3580558,male,45-64,1 to 2,Secundaria,Tlalnepantla de Baz,Tlalnepantla de Baz,Compra,3,4,5 (Muy importante),Metro,Peseros,3,,,
nuriabct,Van,Mexipuerto,Dentro CETRAM,T0757090,15,16,0,-1,19.33167 -99.18633,7/10/13 19:22,7/10/13,7:22:58 PM,M4428612,male,18-24,None,Licenciatura,Ecatepec de Morelos,Chimalhuacan,Trabajo,3,2,2,Metro,Trolebus,3,,,
nuriabct,Van,Mexipuerto,Dentro CETRAM,T8575531,15,0,0,0,19.55112 -99.04908,7/10/13 17:37,7/10/13,5:37:58 PM,M0844091,male,45-64,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,1,5 (Muy importante),Trolebus,Peseros,3,,,
nuriabct,Van,Mexipuerto,Dentro CETRAM,T8575531,15,0,0,0,19.54302 -99.0379,7/10/13 17:31,7/10/13,5:31:30 PM,M0428640,male,25-44,None,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,3,5 (Muy importante),Metro,Peseros,5,,,
nuriabct,Van,Mexipuerto,Dentro CETRAM,T3892172,15,0,0,0,19.59815 -99.03645,7/12/13 18:12,7/12/13,6:12:35 PM,F2160686,female,18-24,1 to 2,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,1,5 (Muy importante),BRT,Peseros,3,,,
nuriabct,Van,Mexipuerto,Dentro CETRAM,T3892172,15,0,0,0,19.54309 -99.03798,7/12/13 18:38,7/12/13,6:38:33 PM,M6054421,male,25-44,1 to 2,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,2,3,Taxi,Taxi,3,,,
nuriabct,Van,Mexipuerto,Dentro CETRAM,T8575531,15,10,3,5,19.56778 -99.04452,7/10/13 17:47,7/10/13,5:47:16 PM,M2322852,male,18-24,None,Secundaria,Ecatepec de Morelos,Otro,Trabajo,3,1,3,Metro,Taxi,5,,,
nuriabct,Van,Mexipuerto,Fuera CETRAM,T7971356,15,0,0,15,19.44199 -99.20441,7/12/13 17:22,7/12/13,5:22:28 PM,M1661157,male,25-44,None,Preparatoria,Ecatepec de Morelos,Tecamec,Trabajo,3,4,5 (Muy importante),BRT,Peseros,4,,,
nuriabct,Van,Mexipuerto,Fuera CETRAM,T1962397,15,0,0,0,19.54423 -99.03939,7/11/13 17:30,7/11/13,5:30:28 PM,M4711468,male,25-44,None,Preparatoria,Ecatepec de Morelos,Tecamec,Trabajo,3,1,5 (Muy importante),Metro,Peseros,3,,,
nuriabct,Van,Mexipuerto,Fuera CETRAM,T1962397,15,0,0,0,19.54219 -99.03622,7/11/13 17:27,7/11/13,5:27:02 PM,F6934030,female,25-44,1 to 2,Licenciatura,Ecatepec de Morelos,Tecamec,Trabajo,3,3,5 (Muy importante),Metro,Peseros,4,,,
nuriabct,Van,Mexipuerto,Fuera CETRAM,T1962397,15,0,0,0,19.53656 -99.02689,7/11/13 17:24,7/11/13,5:24:59 PM,F0131759,female,18-24,None,Preparatoria,Ecatepec de Morelos,Tecamec,Trabajo,3,1,5 (Muy importante),Metro,Peseros,4,,,
nuriabct,Van,Mexipuerto,Fuera CETRAM,T1962397,15,0,0,0,19.53636 -99.02632,7/11/13 17:22,7/11/13,5:22:02 PM,M5663023,male,25-44,None,Preparatoria,Ecatepec de Morelos,Tecamec,Trabajo,3,2,5 (Muy importante),Taxi,Trolebus,4,,,
nuriabct,Van,Mexipuerto,Dentro CETRAM,T8575531,15,17,5,-2,19.61741 -99.04069,7/10/13 18:06,7/10/13,6:06:02 PM,M0920640,male,,,,,,,3,3,,,,,,,
pakenzio,Van,Heroes Tecamec,Fuera CETRAM,T7131639,15,4,3,11,19.54076 -99.03323,7/12/13 12:30,7/12/13,12:30:34 PM,F0260061,female,25-44,None,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,3,3,Metro,Taxi,No se,,,
pakenzio,Van,Heroes Tecamec,Dentro CETRAM,T6382089,15,7,3,8,19.59845 -99.03645,7/10/13 14:42,7/10/13,2:42:06 PM,F8708302,female,0-17,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Otro,3,3,5 (Muy importante),Taxi,Peseros,No se,,,
pakenzio,Van,Heroes Tecamec,Fuera CETRAM,T7131639,15,5,3,10,19.54106 -99.03383,7/12/13 12:33,7/12/13,12:33:18 PM,M9371980,male,65+,None,Licenciatura,Ecatepec de Morelos,Otro,Trabajo,3,5,4,BRT,Taxi,No se,,,
pakenzio,Van,Mexipuerto,Fuera CETRAM,T2403505,15,6,3,9,19.62456 -99.0236,7/12/13 13:49,7/12/13,1:49:51 PM,F1455271,female,25-44,1 to 2,Licenciatura,Tecamec,Tecamec,Compra,3,4,5 (Muy importante),BRT,Taxi,No se,,,
salgado.henriquez.bardo,Van,Mexico Nueva,Dentro CETRAM,T2281916,15,0,0,0,19.51482 -99.21803,7/10/13 17:01,7/10/13,5:01:12 PM,F9477731,female,45-64,None,Preparatoria,Alvaro Obregon,Otro,Trabajo,3,3,5 (Muy importante),Metro,Peseros,No se,,,
salgado.henriquez.bardo,Van,Mexico Nueva,Dentro CETRAM,T8158262,15,8,4,7,19.51257 -99.21353,7/13/13 17:58,7/13/13,5:58:14 PM,M5328947,male,18-24,1 to 2,Preparatoria,Atizapan de Zaragoza,Atizapan de Zaragoza,Recreacion,3,2,5 (Muy importante),Taxi,Peseros,No se,,,
salgado.henriquez.bardo,Van,El Rosario,Dentro CETRAM,T5703242,15,5,3,15,19.50517 -99.20069,7/11/13 16:31,7/11/13,4:31:53 PM,M2683263,male,25-44,None,Preparatoria,Atizapan de Zaragoza,Atizapan de Zaragoza,Trabajo,3,3,4,Trolebus,Peseros,No se,,,
salgado.henriquez.bardo,Van,Mexico Nueva,Dentro CETRAM,T5778526,15,15,3,0,19.5615 -99.26028,7/13/13 17:02,7/13/13,5:02:04 PM,M4043384,male,45-64,1 to 2,Secundaria,Atizapan de Zaragoza,Nicolas Romero,Recreacion,3,3,5 (Muy importante),Metro,Peseros,No se,,,
salgado.henriquez.bardo,Van,El Rosario,Fuera CETRAM,T2064880,15,2,2,13,19.55966 -99.26742,7/14/13 18:58,7/14/13,6:58:35 PM,F4631480,female,65+,1 to 2,Secundaria,Atizapan de Zaragoza,Tlalnepantla de Baz,Recreacion,3,4,5 (Muy importante),Taxi,Peseros,No se,,,
salgado.henriquez.bardo,Van,Mexico Nueva,Dentro CETRAM,T7527058,15,10,3,5,19.50906 -99.20511,7/14/13 16:40,7/14/13,4:40:33 PM,F4721027,female,45-64,3 to 4,Preparatoria,Azcapotzalco,Atizapan de Zaragoza,Otro,3,4,5 (Muy importante),Metro,Taxi,No se,,,
salgado.henriquez.bardo,Van,Mexico Nueva,Dentro CETRAM,T5778526,15,16,2,-1,19.51451 -99.2161,7/13/13 16:30,7/13/13,4:30:58 PM,F2539574,female,25-44,1 to 2,Licenciatura,Azcapotzalco,Atizapan de Zaragoza,Estudio,3,3,5 (Muy importante),Metro,Peseros,No se,,,
salgado.henriquez.bardo,Van,Mexico Nueva,Dentro CETRAM,T7527058,15,9,3,6,19.50292 -99.20274,7/14/13 16:32,7/14/13,4:32:38 PM,M2767921,male,18-24,None,Licenciatura,Azcapotzalco,Tlalnepantla de Baz,Recreacion,3,4,5 (Muy importante),Trolebus,Peseros,No se,,,
salgado.henriquez.bardo,Van,Mexico Nueva,Dentro CETRAM,T7527058,15,10,3,5,19.50292 -99.20274,7/14/13 16:35,7/14/13,4:35:42 PM,F3713468,female,25-44,None,Licenciatura,Cuauhtemoc,Atizapan de Zaragoza,Otro,3,4,5 (Muy importante),Metro,Taxi,No se,,,
salgado.henriquez.bardo,Van,Mexico Nueva,Dentro CETRAM,T2281916,15,0,0,0,19.50696 -99.20588,7/10/13 16:50,7/10/13,4:50:53 PM,F1012238,female,25-44,None,Preparatoria,Otro,Atizapan de Zaragoza,Otro,3,5,5 (Muy importante),Metro,Peseros,3,,,
salgado.henriquez.bardo,Van,Mexico Nueva,Dentro CETRAM,T2281916,15,0,0,0,19.51947 -99.22298,7/10/13 17:03,7/10/13,5:03:27 PM,F6269911,female,25-44,None,Preparatoria,Otro,Otro,Otro,3,3,5 (Muy importante),Metro,Peseros,No se,,,
salgado.henriquez.bardo,Van,Mexico Nueva,Dentro CETRAM,T7527058,15,9,3,6,19.5385 -99.22034,7/14/13 17:02,7/14/13,5:02:01 PM,F6983963,female,25-44,None,Licenciatura,Tlalnepantla de Baz,Atizapan de Zaragoza,Otro,3,3,5 (Muy importante),Taxi,Peseros,No se,,,
salgado.henriquez.bardo,Van,Mexico Nueva,Dentro CETRAM,T5778526,15,14,4,1,19.55525 -99.24274,7/13/13 16:48,7/13/13,4:48:23 PM,F4955217,female,25-44,3 to 4,Preparatoria,Tlalnepantla de Baz,Atizapan de Zaragoza,Otro,3,3,5 (Muy importante),Metro,Peseros,No se,,,
salgado.henriquez.bardo,Van,Mexico Nueva,Dentro CETRAM,T5778526,15,15,2,0,19.51426 -99.22096,7/13/13 16:34,7/13/13,4:34:47 PM,F2479348,female,18-24,None,Preparatoria,Tlalnepantla de Baz,Atizapan de Zaragoza,Otro,3,3,5 (Muy importante),Taxi,Trolebus,No se,,,
urb,Van,Mexipuerto,Dentro CETRAM,T9062067,15,0,0,0,19.59295 -99.03898,7/10/13 15:02,7/10/13,3:02:14 PM,F6572984,female,45-64,None,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Otro,3,3,5 (Muy importante),Metro,Taxi,5,,,
urb,Van,Mexipuerto,Dentro CETRAM,T9062067,15,0,0,0,19.56209 -99.04703,7/10/13 15:14,7/10/13,3:14:29 PM,F1271786,female,25-44,1 to 2,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Otro,3,3,5 (Muy importante),BRT,Peseros,1,,,
urb.luz.pm,Van,Heroes Tecamec,Dentro CETRAM,T1307459,15,0,0,0,19.53547 -99.02353,7/12/13 13:09,7/12/13,1:09:11 PM,F1203790,female,18-24,None,Preparatoria,Atizapan de Zaragoza,Atizapan de Zaragoza,Otro,3,4,5 (Muy importante),Taxi,Metro,No se,,,
urb.luz.pm,Van,Heroes Tecamec,Dentro CETRAM,T1307459,15,0,0,0,19.53547 -99.02353,7/12/13 13:09,7/12/13,1:09:10 PM,M3135234,male,18-24,1 to 2,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Compra,3,5,5 (Muy importante),BRT,Peseros,3,,,
urb.luz.pm,Van,Heroes Tecamec,Dentro CETRAM,T1307459,15,0,0,0,19.4421 -99.20442,7/12/13 13:11,7/12/13,1:11:37 PM,M4118978,male,0-17,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Recreacion,3,1,5 (Muy importante),Metro,Peseros,No se,,,
urb.luz.pm,Van,Mexipuerto,Fuera CETRAM,T5967838,15,0,0,0,19.59056 -99.03998,7/11/13 14:38,7/11/13,2:38:21 PM,M2817924,male,25-44,None,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,1,5 (Muy importante),Taxi,Metro,3,,,
urb.luz.pm,Van,Mexipuerto,Fuera CETRAM,T5967838,15,0,0,0,19.44199 -99.20441,7/11/13 14:42,7/11/13,2:42:46 PM,M6915147,male,0-17,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Otro,3,3,5 (Muy importante),Metro,Peseros,3,,,
urb.luz.pm,Van,Mexipuerto,Dentro CETRAM,T2998105,15,0,0,0,19.54978 -99.0465,7/16/13 14:20,7/16/13,2:20:39 PM,F7518889,female,18-24,3 to 4,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Otro,3,1,5 (Muy importante),Metro,Peseros,No se,,,
urb.luz.pm,Van,Mexipuerto,Dentro CETRAM,T2998105,15,0,0,0,19.54208 -99.03627,7/16/13 14:27,7/16/13,2:27:56 PM,M4223425,male,0-17,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Otro,3,3,5 (Muy importante),Metro,Peseros,No se,,,
urb.luz.pm,Van,Mexipuerto,Dentro CETRAM,T2998105,15,0,0,0,19.53334 -99.02728,7/16/13 14:18,7/16/13,2:18:35 PM,F0081213,female,0-17,3 to 4,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Compra,3,1,5 (Muy importante),Metro,Peseros,No se,,,
urb.luz.pm,Van,Heroes Tecamec,Fuera CETRAM,T8422969,15,0,0,0,19.54104 -99.03377,7/11/13 12:37,7/11/13,12:37:44 PM,M5725810,male,18-24,1 to 2,Licenciatura,Ecatepec de Morelos,Tecamec,Estudio,3,3,5 (Muy importante),Metro,Taxi,3,,,
urb.luz.pm,Van,Heroes Tecamec,Fuera CETRAM,T8422969,15,0,0,0,19.54085 -99.03336,7/11/13 12:35,7/11/13,12:35:39 PM,F7850888,female,18-24,1 to 2,Licenciatura,Ecatepec de Morelos,Tecamec,Estudio,3,2,5 (Muy importante),Taxi,Peseros,2,,,
urb.luz.pm,Van,Heroes Tecamec,Fuera CETRAM,T8422969,15,0,0,0,19.44199 -99.20441,7/11/13 12:56,7/11/13,12:56:32 PM,M5337959,male,18-24,None,Preparatoria,Ecatepec de Morelos,Tecamec,Otro,3,1,5 (Muy importante),Metro,Taxi,3,,,
urb.luz.pm,Van,Heroes Tecamec,Fuera CETRAM,T8422969,15,0,0,0,19.44199 -99.20441,7/11/13 12:41,7/11/13,12:41:02 PM,F3583266,female,45-64,None,Licenciatura,Ecatepec de Morelos,Tecamec,Otro,3,1,5 (Muy importante),Metro,Taxi,5,,,
urb.luz.pm,Van,Heroes Tecamec,Dentro CETRAM,T6435506,15,0,0,0,19.54249 -99.03695,7/16/13 12:41,7/16/13,12:41:56 PM,F0978399,female,25-44,1 to 2,Preparatoria,Ecatepec de Morelos,Tecamec,Otro,3,3,5 (Muy importante),BRT,Peseros,No se,,,
urb.luz.pm,Van,Heroes Tecamec,Dentro CETRAM,T5729806,15,0,0,0,19.53414 -99.02714,7/14/13 12:55,7/14/13,12:55:19 PM,M9398246,male,18-24,None,Preparatoria,Ecatepec de Morelos,Tecamec,Otro,3,5,5 (Muy importante),BRT,Taxi,No se,,,
urb.luz.pm,Van,Heroes Tecamec,Dentro CETRAM,T5668315,15,0,0,0,19.56014 -99.04812,7/14/13 15:52,7/14/13,3:52:09 PM,F2862730,female,0-17,1 to 2,Preparatoria,Ecatepec de Morelos,Tecamec,Recreacion,3,4,5 (Muy importante),Taxi,Peseros,No se,,,
urb.luz.pm,Van,Heroes Tecamec,Dentro CETRAM,T5644679,15,9,4,6,19.59969 -99.0353,7/13/13 13:05,7/13/13,1:05:36 PM,M0482679,male,18-24,None,Preparatoria,Ecatepec de Morelos,Tecamec,Trabajo,3,3,3,Metro,Peseros,No se,,,
urb.luz.pm,Van,Heroes Tecamec,Dentro CETRAM,T3513061,15,9,4,6,19.59969 -99.0353,7/13/13 13:08,7/13/13,1:08:20 PM,M3745099,male,45-64,None,Secundaria,Ecatepec de Morelos,Tecamec,Otro,3,1,5 (Muy importante),Taxi,Peseros,No se,,,
urb.luz.pm,Van,Heroes Tecamec,Dentro CETRAM,T3049994,15,0,0,0,19.54011 -99.0321,7/16/13 12:38,7/16/13,12:38:48 PM,M9713492,male,25-44,None,Licenciatura,Ecatepec de Morelos,Tecamec,Otro,3,3,5 (Muy importante),BRT,Peseros,No se,,,
urb.luz.pm,Van,Heroes Tecamec,Dentro CETRAM,T2063250,15,12,4,3,19.54989 -99.0467,7/13/13 12:51,7/13/13,12:51:32 PM,M9097618,male,18-24,None,Preparatoria,Ecatepec de Morelos,Tecamec,Estudio,3,2,5 (Muy importante),BRT,Peseros,No se,,,
urb.luz.pm,Van,Heroes Tecamec,Dentro CETRAM,T2063250,15,12,4,3,19.54708 -99.04314,7/13/13 12:47,7/13/13,12:47:28 PM,M4848917,male,25-44,1 to 2,Licenciatura,Ecatepec de Morelos,Tecamec,Otro,3,4,3,Metro,Peseros,No se,,,
urb.luz.pm,Van,Heroes Tecamec,Dentro CETRAM,T2063250,15,12,4,3,19.53825 -99.0296,7/13/13 12:43,7/13/13,12:43:11 PM,M0419034,male,25-44,None,Preparatoria,Ecatepec de Morelos,Tecamec,Compra,3,3,5 (Muy importante),Metro,Peseros,No se,,,
urb.luz.pm,Van,Mexipuerto,Dentro CETRAM,T9793632,15,0,0,0,19.63152 -99.02043,7/14/13 14:03,7/14/13,2:03:50 PM,F1847023,female,25-44,1 to 2,Primaria,Tecamec,Cuauhtemoc,Recreacion,3,3,5 (Muy importante),BRT,Peseros,No se,,,
urb.luz.pm,Van,Heroes Tecamec,Dentro CETRAM,T1307459,15,0,0,0,19.62685 -99.01875,7/12/13 13:58,7/12/13,1:58:26 PM,M2641991,male,0-17,1 to 2,Primaria,Tecamec,Ecatepec de Morelos,Recreacion,3,5,5 (Muy importante),Taxi,Peseros,5,,,
urb.luz.pm,Van,Mexipuerto,Dentro CETRAM,T4690486,15,0,0,0,19.4421 -99.20442,7/12/13 14:36,7/12/13,2:36:00 PM,F3100463,female,45-64,1 to 2,Primaria,Tecamec,Ecatepec de Morelos,Compra,3,1,5 (Muy importante),BRT,Metro,3,,,
